Age,Attrition,BusinessTravel,DailyRate,Department,DistanceFromHome,Education,EducationField,EmployeeCount,EmployeeNumber,EnvironmentSatisfaction,Gender,HourlyRate,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,MonthlyRate,NumCompaniesWorked,Over18,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StandardHours,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager,rn
28,NO,Travel_Rarely,640,"RESEARCH & DEVELOPMENT",1,3,"Technical Degree",1,1301,4,Male,84,3,1,"RESEARCH SCIENTIST",1,Single,2080,4732,2,Y,No,11,3,2,80,0,5,2,2,3,2,1,2,1
28,NO,Non-Travel,1103,"RESEARCH & DEVELOPMENT",16,3,Medical,1,1947,3,Male,49,3,1,"RESEARCH SCIENTIST",3,Single,2144,2122,1,Y,No,14,3,3,80,0,5,3,2,5,3,1,4,1
28,YES,Travel_Rarely,654,"RESEARCH & DEVELOPMENT",1,2,"Life Sciences",1,741,1,Female,67,1,1,"RESEARCH SCIENTIST",2,Single,2216,3872,7,Y,Yes,13,3,4,80,0,10,4,3,7,7,3,7,1
28,NO,Travel_Rarely,995,"RESEARCH & DEVELOPMENT",9,3,Medical,1,930,3,Female,77,3,1,"RESEARCH SCIENTIST",3,Divorced,2377,9834,5,Y,No,18,3,2,80,1,6,2,3,2,2,2,2,1
28,NO,Travel_Frequently,773,"RESEARCH & DEVELOPMENT",6,3,"Life Sciences",1,1154,3,Male,39,2,1,"RESEARCH SCIENTIST",3,Divorced,2703,22088,1,Y,Yes,14,3,4,80,1,3,2,3,3,1,0,2,1
28,NO,Travel_Rarely,440,"RESEARCH & DEVELOPMENT",21,3,Medical,1,221,3,Male,42,3,1,"RESEARCH SCIENTIST",4,Married,2713,6672,1,Y,No,11,3,3,80,1,5,2,1,5,2,0,2,1
28,NO,Travel_Rarely,1451,"RESEARCH & DEVELOPMENT",2,1,"Life Sciences",1,1136,1,Male,67,2,1,"RESEARCH SCIENTIST",2,Married,3201,19911,0,Y,No,17,3,1,80,0,6,2,1,5,3,0,4,1
28,NO,Travel_Rarely,1117,"RESEARCH & DEVELOPMENT",8,2,"Life Sciences",1,395,4,Female,66,3,1,"RESEARCH SCIENTIST",4,Single,3310,4488,1,Y,No,21,4,4,80,0,5,3,3,5,3,0,2,1
28,YES,Travel_Rarely,1157,"RESEARCH & DEVELOPMENT",2,4,Medical,1,440,1,Male,84,1,1,"RESEARCH SCIENTIST",4,Married,3464,24737,5,Y,Yes,13,3,4,80,0,5,4,2,3,2,2,2,1
28,NO,Travel_Rarely,1217,"RESEARCH & DEVELOPMENT",1,3,Medical,1,1834,3,Female,67,3,1,"RESEARCH SCIENTIST",1,Married,3591,12719,1,Y,No,25,4,3,80,1,3,3,3,3,2,1,2,1
28,NO,Travel_Rarely,857,"RESEARCH & DEVELOPMENT",10,3,Other,1,1097,3,Female,59,3,2,"RESEARCH SCIENTIST",3,Single,3660,7909,3,Y,No,13,3,4,80,0,10,4,4,8,7,1,7,1
28,YES,Travel_Rarely,890,"RESEARCH & DEVELOPMENT",2,4,Medical,1,828,3,Male,46,3,1,"RESEARCH SCIENTIST",3,Single,4382,16374,6,Y,No,17,3,4,80,0,5,3,2,2,2,2,1,1
28,NO,Non-Travel,120,SALES,4,3,Medical,1,129,2,Male,43,3,2,"SALES EXECUTIVE",3,Married,4221,8863,1,Y,No,15,3,2,80,0,5,3,4,5,4,0,4,1
28,NO,Travel_Rarely,736,SALES,26,3,"Life Sciences",1,1387,3,Male,48,2,2,"SALES EXECUTIVE",1,Married,4724,24232,1,Y,No,11,3,3,80,1,5,0,3,5,3,0,4,1
28,NO,Travel_Rarely,760,SALES,2,4,Marketing,1,846,2,Female,81,3,2,"SALES EXECUTIVE",2,Married,4779,3698,1,Y,Yes,20,4,1,80,0,8,2,3,8,7,7,5,1
28,NO,Travel_Frequently,467,SALES,7,3,"Life Sciences",1,1507,3,Male,55,3,2,"SALES EXECUTIVE",1,Single,4898,11827,0,Y,No,14,3,4,80,0,5,5,3,4,2,1,3,1
28,NO,Travel_Rarely,821,SALES,5,4,Medical,1,916,1,Male,98,3,2,"SALES EXECUTIVE",4,Single,4908,24252,1,Y,No,14,3,2,80,0,4,3,3,4,2,0,2,1
28,NO,Travel_Rarely,304,SALES,9,4,"Life Sciences",1,498,2,Male,92,3,2,"SALES EXECUTIVE",4,Single,5253,20750,1,Y,No,16,3,4,80,0,7,1,3,7,5,0,7,1
28,NO,Travel_Frequently,783,SALES,1,2,"Life Sciences",1,1927,3,Male,42,2,2,"SALES EXECUTIVE",4,Married,6834,19255,1,Y,Yes,12,3,3,80,1,7,2,3,7,7,0,7,1
28,NO,Travel_Rarely,866,SALES,5,3,Medical,1,1469,4,Male,84,3,2,"SALES EXECUTIVE",1,Single,8463,23490,0,Y,No,18,3,4,80,0,6,4,3,5,4,1,3,1
28,YES,Travel_Rarely,1475,SALES,13,2,Marketing,1,1933,4,Female,84,3,2,"SALES EXECUTIVE",3,Single,9854,23352,3,Y,Yes,11,3,4,80,0,6,0,3,2,0,2,2,1
28,NO,Travel_Rarely,1144,SALES,10,1,Medical,1,1056,4,Male,74,3,1,"SALES REPRESENTATIVE",2,Married,1052,23384,1,Y,No,22,4,2,80,0,1,5,3,1,0,0,0,1
28,NO,Travel_Rarely,1172,SALES,3,3,Medical,1,1875,2,Female,78,3,1,"SALES REPRESENTATIVE",2,Married,2856,3692,1,Y,No,19,3,4,80,1,1,3,3,1,0,0,0,1
28,YES,Travel_Frequently,1496,SALES,1,3,"Technical Degree",1,1486,1,Male,92,3,1,"SALES REPRESENTATIVE",3,Married,2909,15747,3,Y,No,15,3,4,80,1,5,3,4,3,2,1,2,1
29,YES,Travel_Rarely,350,"HUMAN RESOURCES",13,3,"Human Resources",1,1844,1,Male,56,2,1,"HUMAN RESOURCES",1,Divorced,2335,3157,4,Y,Yes,15,3,4,80,3,4,3,3,2,2,2,0,1
29,NO,Travel_Rarely,352,"HUMAN RESOURCES",6,1,Medical,1,1865,4,Male,87,2,1,"HUMAN RESOURCES",2,Married,2804,15434,1,Y,No,11,3,4,80,0,1,3,3,1,0,0,0,1
29,NO,Travel_Rarely,332,"HUMAN RESOURCES",17,3,Other,1,1419,2,Male,51,2,3,"HUMAN RESOURCES",1,Single,7988,9769,1,Y,No,13,3,1,80,0,10,3,2,10,9,0,9,1
29,NO,Travel_Rarely,657,"RESEARCH & DEVELOPMENT",27,3,Medical,1,793,2,Female,66,3,2,"HEALTHCARE REPRESENTATIVE",3,Married,4335,25549,4,Y,No,12,3,1,80,1,11,3,2,8,7,1,1,1
29,NO,Travel_Rarely,136,"RESEARCH & DEVELOPMENT",1,3,"Life Sciences",1,1954,1,Male,89,3,2,"HEALTHCARE REPRESENTATIVE",1,Married,5373,6225,0,Y,No,12,3,1,80,1,6,5,2,5,3,0,2,1
29,NO,Travel_Frequently,461,"RESEARCH & DEVELOPMENT",1,3,"Life Sciences",1,1753,4,Male,70,4,2,"HEALTHCARE REPRESENTATIVE",3,Single,6294,23060,8,Y,Yes,12,3,4,80,0,10,5,4,3,2,0,2,1
29,NO,Travel_Rarely,726,"RESEARCH & DEVELOPMENT",29,1,"Life Sciences",1,1859,4,Male,93,1,2,"HEALTHCARE REPRESENTATIVE",3,Divorced,6384,21143,8,Y,No,17,3,4,80,2,11,3,3,7,0,1,6,1
29,NO,Travel_Rarely,1329,"RESEARCH & DEVELOPMENT",7,3,"Life Sciences",1,1260,3,Male,82,3,2,"HEALTHCARE REPRESENTATIVE",4,Divorced,6623,4204,1,Y,Yes,11,3,2,80,2,6,2,3,6,0,1,0,1
29,YES,Travel_Frequently,337,"RESEARCH & DEVELOPMENT",14,1,Other,1,1421,3,Female,84,3,3,"HEALTHCARE REPRESENTATIVE",4,Single,7553,22930,0,Y,Yes,12,3,1,80,0,9,1,3,8,7,7,7,1
29,NO,Travel_Frequently,995,"RESEARCH & DEVELOPMENT",2,1,"Life Sciences",1,1590,1,Male,87,3,2,"HEALTHCARE REPRESENTATIVE",4,Divorced,8853,24483,1,Y,No,19,3,4,80,1,6,0,4,6,4,1,3,1
29,NO,Travel_Rarely,441,"RESEARCH & DEVELOPMENT",8,1,Other,1,1544,3,Female,39,1,2,"HEALTHCARE REPRESENTATIVE",1,Married,9715,7288,3,Y,No,13,3,3,80,1,9,3,3,7,7,0,7,1
29,NO,Travel_Rarely,592,"RESEARCH & DEVELOPMENT",7,3,"Life Sciences",1,1883,4,Male,59,3,1,"LABORATORY TECHNICIAN",1,Single,2062,19384,3,Y,No,14,3,2,80,0,11,2,3,3,2,1,2,1
29,YES,Travel_Rarely,318,"RESEARCH & DEVELOPMENT",8,4,Other,1,454,2,Male,77,1,1,"LABORATORY TECHNICIAN",1,Married,2119,4759,1,Y,Yes,11,3,4,80,0,7,4,2,7,7,0,7,1
29,YES,Travel_Rarely,805,"RESEARCH & DEVELOPMENT",1,2,"Life Sciences",1,816,2,Female,36,2,1,"LABORATORY TECHNICIAN",1,Married,2319,6689,1,Y,Yes,11,3,4,80,1,1,1,3,1,0,0,0,1
29,NO,Travel_Rarely,1086,"RESEARCH & DEVELOPMENT",7,1,Medical,1,912,1,Female,62,2,1,"LABORATORY TECHNICIAN",4,Divorced,2532,6054,6,Y,No,14,3,3,80,3,8,5,3,4,3,0,3,1
29,NO,Travel_Rarely,1082,"RESEARCH & DEVELOPMENT",9,4,Medical,1,1709,4,Female,43,3,1,"LABORATORY TECHNICIAN",3,Married,2974,25412,9,Y,No,17,3,3,80,1,9,2,3,5,3,1,2,1
29,NO,Travel_Rarely,1401,"RESEARCH & DEVELOPMENT",6,1,Medical,1,1192,2,Female,54,3,1,"LABORATORY TECHNICIAN",4,Married,3131,26342,1,Y,No,13,3,1,80,1,10,5,3,10,8,0,8,1
29,NO,Travel_Frequently,410,"RESEARCH & DEVELOPMENT",2,1,"Life Sciences",1,1513,4,Female,97,3,1,"LABORATORY TECHNICIAN",2,Married,3180,4668,0,Y,No,13,3,3,80,3,4,3,3,3,2,0,2,1
29,YES,Travel_Rarely,806,"RESEARCH & DEVELOPMENT",7,3,"Technical Degree",1,1299,2,Female,39,3,1,"LABORATORY TECHNICIAN",3,Divorced,3339,17285,3,Y,Yes,13,3,1,80,2,10,2,3,7,7,7,7,1
29,NO,Travel_Frequently,574,"RESEARCH & DEVELOPMENT",20,1,Medical,1,1852,4,Male,40,3,1,"LABORATORY TECHNICIAN",4,Married,3812,7003,1,Y,No,13,3,2,80,0,11,3,4,11,8,3,10,1
29,NO,Travel_Rarely,738,"RESEARCH & DEVELOPMENT",9,5,Other,1,455,2,Male,30,2,1,"LABORATORY TECHNICIAN",4,Single,3983,7621,0,Y,No,17,3,3,80,0,4,2,3,3,2,2,2,1
29,NO,Travel_Rarely,1378,"RESEARCH & DEVELOPMENT",13,2,Other,1,2053,4,Male,46,2,2,"LABORATORY TECHNICIAN",2,Married,4025,23679,4,Y,Yes,13,3,1,80,1,10,2,3,4,3,0,3,1
29,NO,Travel_Rarely,153,"RESEARCH & DEVELOPMENT",15,2,"Life Sciences",1,15,4,Female,49,2,2,"LABORATORY TECHNICIAN",3,Single,4193,12682,0,Y,Yes,12,3,4,80,0,10,3,3,9,5,0,8,1
29,NO,Travel_Rarely,1370,"RESEARCH & DEVELOPMENT",3,1,Medical,1,1586,2,Male,87,3,1,"LABORATORY TECHNICIAN",1,Single,4723,16213,1,Y,Yes,18,3,4,80,0,10,3,3,10,9,1,5,1
29,NO,Travel_Rarely,232,"RESEARCH & DEVELOPMENT",19,3,"Technical Degree",1,611,4,Male,34,3,2,"MANUFACTURING DIRECTOR",4,Divorced,4262,22645,4,Y,No,12,3,2,80,2,8,2,4,3,2,1,2,1
29,NO,Non-Travel,1496,"RESEARCH & DEVELOPMENT",1,1,"Technical Degree",1,208,4,Male,41,3,2,"MANUFACTURING DIRECTOR",3,Married,4319,26283,1,Y,No,13,3,1,80,1,10,1,3,10,7,0,9,1
29,NO,Travel_Rarely,718,"RESEARCH & DEVELOPMENT",8,1,Medical,1,1150,2,Male,79,2,2,"MANUFACTURING DIRECTOR",4,Married,5056,17689,1,Y,Yes,15,3,3,80,1,10,2,2,10,7,1,2,1
29,NO,Travel_Rarely,1389,"RESEARCH & DEVELOPMENT",21,4,"Life Sciences",1,20,2,Female,51,4,3,"MANUFACTURING DIRECTOR",1,Divorced,9980,10195,1,Y,No,11,3,3,80,1,10,1,3,10,9,8,8,1
29,NO,Travel_Rarely,986,"RESEARCH & DEVELOPMENT",3,4,Medical,1,564,2,Male,93,2,3,"RESEARCH DIRECTOR",3,Married,11935,21526,1,Y,No,18,3,3,80,0,10,2,3,10,2,0,7,1
29,NO,Travel_Rarely,694,"RESEARCH & DEVELOPMENT",1,3,"Life Sciences",1,1264,4,Female,87,2,4,"RESEARCH DIRECTOR",4,Divorced,16124,3423,3,Y,No,14,3,2,80,2,9,2,2,7,7,1,7,1
29,YES,Travel_Rarely,992,"RESEARCH & DEVELOPMENT",1,3,"Technical Degree",1,300,3,Male,85,3,1,"RESEARCH SCIENTIST",3,Single,2058,19757,0,Y,No,14,3,4,80,0,7,1,2,6,2,1,5,1
29,NO,Travel_Rarely,590,"RESEARCH & DEVELOPMENT",4,3,"Technical Degree",1,1762,4,Female,91,2,1,"RESEARCH SCIENTIST",1,Divorced,2109,10007,1,Y,No,13,3,3,80,1,1,2,3,1,0,0,0,1
29,NO,Travel_Rarely,942,"RESEARCH & DEVELOPMENT",15,1,"Life Sciences",1,1202,2,Female,69,1,1,"RESEARCH SCIENTIST",4,Married,2168,26933,0,Y,Yes,18,3,1,80,1,6,2,2,5,4,1,3,1
29,NO,Travel_Rarely,1283,"RESEARCH & DEVELOPMENT",23,3,"Life Sciences",1,495,4,Male,54,3,1,"RESEARCH SCIENTIST",4,Single,2201,18168,9,Y,No,16,3,4,80,0,6,4,3,3,2,1,2,1
29,NO,Travel_Rarely,665,"RESEARCH & DEVELOPMENT",15,3,"Life Sciences",1,346,3,Male,60,3,1,"RESEARCH SCIENTIST",4,Single,2340,22673,1,Y,No,19,3,1,80,0,6,1,3,6,5,1,5,1
29,YES,Travel_Rarely,224,"RESEARCH & DEVELOPMENT",1,4,"Technical Degree",1,1522,1,Male,100,2,1,"RESEARCH SCIENTIST",1,Single,2362,7568,6,Y,No,13,3,3,80,0,11,2,1,9,7,0,7,1
29,YES,Travel_Rarely,896,"RESEARCH & DEVELOPMENT",18,1,Medical,1,315,3,Male,86,2,1,"RESEARCH SCIENTIST",4,Single,2389,14961,1,Y,Yes,13,3,3,80,0,4,3,2,4,3,0,1,1
29,YES,Travel_Rarely,906,"RESEARCH & DEVELOPMENT",10,3,"Life Sciences",1,994,4,Female,92,2,1,"RESEARCH SCIENTIST",1,Single,2404,11479,6,Y,Yes,20,4,3,80,0,3,5,3,0,0,0,0,1
29,YES,Travel_Frequently,459,"RESEARCH & DEVELOPMENT",24,2,"Life Sciences",1,1868,4,Male,73,2,1,"RESEARCH SCIENTIST",4,Single,2439,14753,1,Y,Yes,24,4,2,80,0,1,3,2,1,0,1,0,1
29,NO,Travel_Rarely,598,"RESEARCH & DEVELOPMENT",9,3,"Life Sciences",1,1558,3,Male,91,4,1,"RESEARCH SCIENTIST",3,Married,2451,22376,6,Y,No,18,3,1,80,2,5,2,2,1,0,0,0,1
29,NO,Travel_Rarely,1107,"RESEARCH & DEVELOPMENT",28,4,"Life Sciences",1,1120,3,Female,93,3,1,"RESEARCH SCIENTIST",4,Divorced,2514,26968,4,Y,No,22,4,1,80,1,11,1,3,7,5,1,7,1
29,YES,Travel_Rarely,408,"RESEARCH & DEVELOPMENT",25,5,"Technical Degree",1,565,3,Female,71,2,1,"RESEARCH SCIENTIST",2,Married,2546,18300,5,Y,No,16,3,2,80,0,6,2,4,2,2,1,1,1
29,NO,Travel_Rarely,1252,"RESEARCH & DEVELOPMENT",23,2,"Life Sciences",1,824,3,Male,81,4,1,"RESEARCH SCIENTIST",3,Married,2700,23779,1,Y,No,24,4,3,80,1,10,3,3,10,7,0,7,1
29,NO,Travel_Rarely,1328,"RESEARCH & DEVELOPMENT",2,3,"Life Sciences",1,94,3,Male,76,3,1,"RESEARCH SCIENTIST",2,Married,2703,4956,0,Y,No,23,4,4,80,1,6,3,3,5,4,0,4,1
29,NO,Travel_Frequently,806,"RESEARCH & DEVELOPMENT",1,4,"Life Sciences",1,710,2,Male,76,1,1,"RESEARCH SCIENTIST",4,Divorced,2720,18959,1,Y,No,18,3,4,80,1,10,5,3,10,7,2,8,1
29,NO,Travel_Frequently,490,"RESEARCH & DEVELOPMENT",10,3,"Life Sciences",1,1143,4,Female,61,3,1,"RESEARCH SCIENTIST",2,Divorced,3291,17940,0,Y,No,14,3,4,80,2,8,2,2,7,5,1,1,1
29,NO,Travel_Rarely,1010,"RESEARCH & DEVELOPMENT",1,3,"Life Sciences",1,1249,1,Female,97,3,1,"RESEARCH SCIENTIST",4,Divorced,3760,5598,1,Y,No,15,3,1,80,3,3,5,3,3,2,1,2,1
29,NO,Travel_Rarely,468,"RESEARCH & DEVELOPMENT",28,4,Medical,1,2054,4,Female,73,2,1,"RESEARCH SCIENTIST",1,Single,3785,8489,1,Y,No,14,3,2,80,0,5,3,1,5,4,0,4,1
29,YES,Travel_Rarely,1092,"RESEARCH & DEVELOPMENT",1,4,Medical,1,2027,1,Male,36,3,1,"RESEARCH SCIENTIST",4,Married,4787,26124,9,Y,Yes,14,3,2,80,3,4,3,4,2,2,2,2,1
29,NO,Travel_Rarely,991,SALES,5,3,Medical,1,1669,1,Male,43,2,2,"SALES EXECUTIVE",2,Divorced,4187,3356,1,Y,Yes,13,3,2,80,1,10,3,2,10,0,0,9,1
29,NO,Travel_Frequently,442,SALES,2,2,"Life Sciences",1,388,2,Male,44,3,2,"SALES EXECUTIVE",4,Single,4554,20260,1,Y,No,18,3,1,80,0,10,3,2,10,7,0,9,1
29,NO,Non-Travel,746,SALES,2,3,"Life Sciences",1,469,4,Male,61,3,2,"SALES EXECUTIVE",3,Married,4649,16928,1,Y,No,14,3,1,80,1,4,3,2,4,3,0,2,1
29,NO,Travel_Rarely,1176,SALES,3,2,Medical,1,690,2,Female,62,3,2,"SALES EXECUTIVE",3,Married,5561,3487,1,Y,No,14,3,1,80,1,6,5,2,6,0,1,2,1
29,YES,Travel_Frequently,115,SALES,13,3,"Technical Degree",1,1487,1,Female,51,3,2,"SALES EXECUTIVE",2,Single,5765,17485,5,Y,No,11,3,1,80,0,7,4,1,5,3,0,0,1
29,NO,Travel_Rarely,469,SALES,10,3,Medical,1,1650,3,Male,42,2,2,"SALES EXECUTIVE",3,Single,5869,23413,9,Y,No,11,3,3,80,0,8,2,3,5,2,1,4,1
29,NO,Travel_Rarely,1210,SALES,2,3,Medical,1,366,1,Male,78,2,2,"SALES EXECUTIVE",2,Married,6644,3687,2,Y,No,19,3,2,80,2,10,2,3,0,0,0,0,1
29,NO,Travel_Rarely,1247,SALES,20,2,Marketing,1,349,4,Male,45,3,2,"SALES EXECUTIVE",4,Divorced,6931,10732,2,Y,No,14,3,4,80,1,10,2,3,3,2,0,2,1
29,YES,Travel_Rarely,408,SALES,23,1,"Life Sciences",1,1165,4,Female,45,2,3,"SALES EXECUTIVE",1,Married,7336,11162,1,Y,No,13,3,1,80,1,11,3,1,11,8,3,10,1
29,YES,Travel_Rarely,121,SALES,27,3,Marketing,1,283,2,Female,35,3,3,"SALES EXECUTIVE",4,Married,7639,24525,1,Y,No,22,4,4,80,3,10,3,2,10,4,1,9,1
29,NO,Travel_Frequently,1413,SALES,1,1,Medical,1,312,2,Female,42,3,3,"SALES EXECUTIVE",4,Married,7918,6599,1,Y,No,14,3,4,80,1,11,5,3,11,10,4,1,1
29,NO,Travel_Rarely,144,SALES,10,1,Marketing,1,463,4,Female,39,2,2,"SALES EXECUTIVE",2,Divorced,8268,11866,1,Y,Yes,14,3,1,80,2,7,2,3,7,7,1,7,1
29,NO,Travel_Rarely,1246,SALES,19,3,"Life Sciences",1,1497,3,Male,77,2,2,"SALES EXECUTIVE",3,Divorced,8620,23757,1,Y,No,14,3,3,80,2,10,3,3,10,7,0,4,1
29,YES,Travel_Frequently,746,SALES,24,3,"Technical Degree",1,1928,3,Male,45,4,1,"SALES REPRESENTATIVE",1,Single,1091,10642,1,Y,No,17,3,4,80,0,1,3,3,1,0,0,0,1
29,NO,Travel_Frequently,1404,SALES,20,3,"Technical Degree",1,974,3,Female,84,3,1,"SALES REPRESENTATIVE",4,Married,2157,18203,1,Y,No,15,3,2,80,1,3,5,3,3,1,0,2,1
29,NO,Travel_Rarely,1090,SALES,10,3,Marketing,1,766,4,Male,83,3,1,"SALES REPRESENTATIVE",2,Divorced,2297,17967,1,Y,No,14,3,4,80,2,2,2,3,2,2,2,2,1
29,NO,Travel_Rarely,1396,SALES,10,3,"Life Sciences",1,749,3,Male,99,3,1,"SALES REPRESENTATIVE",3,Single,2642,2755,1,Y,No,11,3,3,80,0,1,6,3,1,0,0,0,1
29,YES,Travel_Rarely,428,SALES,9,3,Marketing,1,1752,2,Female,52,1,1,"SALES REPRESENTATIVE",2,Single,2760,14630,1,Y,No,13,3,3,80,0,2,3,3,2,2,2,2,1
29,YES,Travel_Rarely,341,SALES,1,3,Medical,1,896,2,Female,48,2,1,"SALES REPRESENTATIVE",3,Divorced,2800,23522,6,Y,Yes,19,3,3,80,3,5,3,3,3,2,0,2,1
30,NO,Travel_Rarely,330,"HUMAN RESOURCES",1,3,"Life Sciences",1,1499,3,Male,46,3,1,"HUMAN RESOURCES",3,Divorced,2064,15428,0,Y,No,21,4,1,80,1,6,3,4,5,3,1,3,1
30,YES,Travel_Frequently,600,"HUMAN RESOURCES",8,3,"Human Resources",1,1747,3,Female,66,2,1,"HUMAN RESOURCES",4,Divorced,2180,9732,6,Y,No,11,3,3,80,1,6,0,2,4,2,1,2,1
30,NO,Travel_Rarely,1240,"HUMAN RESOURCES",9,3,"Human Resources",1,184,3,Male,48,3,2,"HUMAN RESOURCES",4,Married,6347,13982,0,Y,Yes,19,3,4,80,0,12,2,1,11,9,4,7,1
30,NO,Travel_Rarely,288,"RESEARCH & DEVELOPMENT",2,3,"Life Sciences",1,117,3,Male,99,2,2,"HEALTHCARE REPRESENTATIVE",4,Married,4152,15830,1,Y,No,19,3,1,80,3,11,3,3,11,10,10,8,1
30,NO,Travel_Rarely,305,"RESEARCH & DEVELOPMENT",16,3,"Life Sciences",1,1763,3,Male,58,4,2,"HEALTHCARE REPRESENTATIVE",3,Married,5294,9128,3,Y,No,16,3,3,80,1,10,3,3,7,0,1,7,1
30,NO,Non-Travel,1400,"RESEARCH & DEVELOPMENT",3,3,"Life Sciences",1,562,3,Male,53,3,1,"LABORATORY TECHNICIAN",4,Married,2097,16734,4,Y,No,15,3,3,80,1,9,3,1,5,3,1,4,1
30,NO,Travel_Rarely,125,"RESEARCH & DEVELOPMENT",9,2,Medical,1,41,4,Male,83,2,1,"LABORATORY TECHNICIAN",3,Single,2206,16117,1,Y,No,13,3,1,80,0,10,5,3,10,0,1,8,1
30,YES,Travel_Frequently,109,"RESEARCH & DEVELOPMENT",5,3,Medical,1,1017,2,Female,60,3,1,"LABORATORY TECHNICIAN",2,Single,2422,25725,0,Y,No,17,3,1,80,0,4,3,3,3,2,1,2,1
30,NO,Non-Travel,1116,"RESEARCH & DEVELOPMENT",2,3,Medical,1,571,3,Female,49,3,1,"LABORATORY TECHNICIAN",4,Single,2564,7181,0,Y,No,14,3,3,80,0,12,2,2,11,7,6,7,1
30,NO,Travel_Rarely,1358,"RESEARCH & DEVELOPMENT",24,1,"Life Sciences",1,11,4,Male,67,3,1,"LABORATORY TECHNICIAN",3,Divorced,2693,13335,1,Y,No,22,4,2,80,1,1,2,3,1,0,0,0,1
30,NO,Travel_Rarely,1427,"RESEARCH & DEVELOPMENT",2,1,Medical,1,198,2,Male,35,2,1,"LABORATORY TECHNICIAN",4,Single,2720,11162,0,Y,No,13,3,4,80,0,6,3,3,5,3,1,2,1
30,NO,Non-Travel,111,"RESEARCH & DEVELOPMENT",9,3,Medical,1,239,3,Male,66,3,2,"LABORATORY TECHNICIAN",1,Divorced,3072,11012,1,Y,No,11,3,3,80,2,12,4,3,12,9,6,10,1
30,NO,Travel_Rarely,853,"RESEARCH & DEVELOPMENT",7,4,"Life Sciences",1,1224,3,Male,49,3,2,"LABORATORY TECHNICIAN",3,Divorced,3491,11309,1,Y,No,13,3,1,80,3,10,4,2,10,7,8,9,1
30,NO,Travel_Rarely,911,"RESEARCH & DEVELOPMENT",1,2,Medical,1,1989,4,Male,76,3,1,"LABORATORY TECHNICIAN",2,Married,3748,4077,1,Y,No,13,3,3,80,0,12,6,2,12,8,1,7,1
30,NO,Travel_Rarely,921,"RESEARCH & DEVELOPMENT",1,3,"Life Sciences",1,806,4,Male,38,1,1,"LABORATORY TECHNICIAN",3,Married,3833,24375,3,Y,No,21,4,3,80,2,7,2,3,2,2,0,2,1
30,NO,Travel_Frequently,721,"RESEARCH & DEVELOPMENT",1,2,Medical,1,57,3,Female,58,3,2,"LABORATORY TECHNICIAN",4,Single,4011,10781,1,Y,No,23,4,4,80,0,12,2,3,12,8,3,7,1
30,NO,Travel_Rarely,1138,"RESEARCH & DEVELOPMENT",6,3,"Technical Degree",1,1311,1,Female,48,2,2,"LABORATORY TECHNICIAN",4,Married,4627,23631,0,Y,No,12,3,1,80,1,10,6,3,9,2,6,7,1
30,NO,Travel_Rarely,852,"RESEARCH & DEVELOPMENT",1,1,"Life Sciences",1,104,4,Male,55,2,2,"LABORATORY TECHNICIAN",4,Married,5126,15998,1,Y,Yes,12,3,3,80,2,10,1,2,10,8,3,0,1
30,NO,Travel_Rarely,634,"RESEARCH & DEVELOPMENT",17,4,Medical,1,1321,2,Female,95,3,3,MANAGER,1,Married,11916,25927,1,Y,Yes,23,4,4,80,2,9,2,3,9,1,0,8,1
30,NO,Non-Travel,879,"RESEARCH & DEVELOPMENT",9,2,Medical,1,1298,3,Female,72,3,2,"MANUFACTURING DIRECTOR",3,Single,4695,12858,7,Y,Yes,18,3,3,80,0,10,3,3,8,4,1,7,1
30,NO,Travel_Rarely,317,"RESEARCH & DEVELOPMENT",2,3,"Life Sciences",1,548,3,Female,43,1,2,"MANUFACTURING DIRECTOR",4,Single,6091,24793,2,Y,No,20,4,3,80,0,11,2,3,5,4,0,2,1
30,NO,Travel_Rarely,946,"RESEARCH & DEVELOPMENT",2,3,Medical,1,833,3,Female,52,2,2,"MANUFACTURING DIRECTOR",4,Single,6877,20234,5,Y,Yes,24,4,2,80,0,12,4,2,0,0,0,0,1
30,NO,Non-Travel,829,"RESEARCH & DEVELOPMENT",1,1,"Life Sciences",1,292,3,Male,88,2,3,"MANUFACTURING DIRECTOR",3,Single,8474,20925,1,Y,No,22,4,3,80,0,12,2,3,11,8,5,8,1
30,NO,Travel_Rarely,1092,"RESEARCH & DEVELOPMENT",10,3,Medical,1,1816,1,Female,64,3,3,"MANUFACTURING DIRECTOR",3,Single,9667,2739,9,Y,No,14,3,2,80,0,9,3,3,7,7,0,2,1
30,NO,Travel_Rarely,1176,"RESEARCH & DEVELOPMENT",20,3,Other,1,1084,3,Male,85,3,2,"MANUFACTURING DIRECTOR",1,Married,9957,9096,0,Y,No,15,3,3,80,1,7,1,2,6,2,0,2,1
30,NO,Travel_Rarely,153,"RESEARCH & DEVELOPMENT",8,2,"Life Sciences",1,1015,2,Female,73,4,3,"RESEARCH DIRECTOR",1,Married,11416,17802,0,Y,Yes,12,3,3,80,3,9,4,2,8,7,1,7,1
